# Last Sanctuary 스트링 테이블 — Tools/gen_string_table.py 가 생성한다. 직접 고치지 말 것.
# 원본: 데이터 테이블/스트링 키 테이블.xlsx
string_key	kr	en	es	fr	de	ja	ru	pt	pl
event_result_script_300034	천사들은 분노를 안으로 눌러 굳혔습니다.\n느려진 대신 무엇에도 잘 흔들리지 않게 되었습니다.	The angels pressed their rage inward and let it harden.\nThey grew slower, but far less easily shaken.	Los ángeles empujaron la ira hacia dentro y dejaron que se endureciera.\nSe volvieron más lentos, pero mucho menos fáciles de sacudir.	Les anges ont refoulé leur colère au-dedans et l'ont laissée durcir.\nIls sont devenus plus lents, mais bien plus difficiles à ébranler.	Die Engel drängten den Zorn nach innen und ließen ihn erhärten.\nSie wurden langsamer, aber weit schwerer zu erschüttern.	天使たちは怒りを内へ押し込め、固まるにまかせました。\n動きは鈍くなりましたが、何事にも揺らぎにくくなりました。	Ангелы загнали гнев внутрь и дали ему затвердеть.\nОни стали медлительнее, зато куда труднее их поколебать.	Os anjos empurraram a raiva para dentro e deixaram-na endurecer.\nFicaram mais lentos, mas muito menos fáceis de abalar.	Anioły wepchnęły gniew do wewnątrz i pozwoliły mu stwardnieć.\nStały się wolniejsze, ale znacznie trudniej nimi wstrząsnąć.
event_result_script_300035	양분이 성역의 중심으로 흘러 들어갔습니다.\n박동이 다시 고르게 잡혔습니다.	Nourishment flowed into the Sanctuary's core.\nIts pulse settled back into an even rhythm.	El alimento fluyó hacia el núcleo del Santuario.\nSu latido volvió a asentarse en un ritmo parejo.	La nourriture a coulé jusqu'au cœur du Sanctuaire.\nSon battement a retrouvé un rythme régulier.	Die Nahrung floss in den Kern des Refugiums.\nSein Puls fand in einen gleichmäßigen Takt zurück.	養分が聖域の中心へ流れ込みました。\n拍動がふたたび整ったリズムに落ち着きます。	Питание потекло в ядро Святилища.\nЕго биение вновь улеглось в ровный ритм.	O alimento fluiu para o núcleo do Santuário.\nA sua pulsação voltou a assentar num ritmo parelho.	Pokarm popłynął do rdzenia Sanktuarium.\nJego tętno znów ułożyło się w równy rytm.
event_result_script_300036	박동은 여전히 거칠지만 천사들의 상처는 메워졌습니다.\n심장보다 손발을 먼저 살리기로 한 결정입니다.	The pulse still runs ragged, but the angels' wounds have closed.\nA choice was made to save the hands and feet before the heart.	El latido sigue desigual, pero las heridas de los ángeles han cerrado.\nSe decidió salvar antes las manos y los pies que el corazón.	Le battement reste irrégulier, mais les plaies des anges se sont refermées.\nOn a choisi de sauver les mains et les pieds avant le cœur.	Der Puls geht noch unregelmäßig, doch die Wunden der Engel sind geschlossen.\nMan entschied, Hände und Füße vor dem Herzen zu retten.	拍動は乱れたままですが、天使たちの傷は塞がりました。\n心臓より先に手足を生かすと決めたのです。	Биение всё ещё сбивчиво, но раны ангелов затянулись.\nРешено было спасать руки и ноги прежде сердца.	A pulsação continua irregular, mas as feridas dos anjos fecharam.\nDecidiu-se salvar as mãos e os pés antes do coração.	Tętno wciąż jest nierówne, ale rany aniołów się zamknęły.\nPostanowiono ratować ręce i nogi przed sercem.
event_result_script_300037	천사들은 연기를 등지고 먼저 달려나갔습니다.\n선공의 값은 언제나 자기 살로 치릅니다.	The angels turned their backs to the smoke and charged first.\nThe price of striking first is always paid in one's own flesh.	Los ángeles dieron la espalda al humo y cargaron primero.\nEl precio de golpear primero se paga siempre con la propia carne.	Les anges ont tourné le dos à la fumée et chargé les premiers.\nLe prix de frapper le premier se paie toujours de sa propre chair.	Die Engel kehrten dem Rauch den Rücken und stürmten zuerst vor.\nDen Preis des ersten Schlages zahlt man immer mit eigenem Fleisch.	天使たちは煙に背を向け、先に討って出ました。\n先手を取る代価は、いつも自分の肉で払うものです。	Ангелы повернулись спиной к дыму и ударили первыми.\nЦену первого удара всегда платят собственной плотью.	Os anjos voltaram as costas ao fumo e avançaram primeiro.\nO preço de golpear primeiro paga-se sempre com a própria carne.	Anioły odwróciły się plecami do dymu i uderzyły pierwsze.\nCenę pierwszego ciosu zawsze płaci się własnym ciałem.
event_result_script_300038	성역은 문을 열어 놈들을 안으로 들였습니다.\n안에서 잡는 것이 남는 장사입니다 — 성역의 살이 천사들의 어깨를 먼저 덮습니다.	The Sanctuary opened its gate and let them in.\nCatching them inside is the better bargain — the Sanctuary's own flesh settles over the angels' shoulders first.	El Santuario abrió su puerta y los dejó entrar.\nAtraparlos dentro sale más a cuenta: la propia carne del Santuario se posa antes sobre los hombros de los ángeles.	Le Sanctuaire a ouvert sa porte et les a laissés entrer.\nLes prendre à l'intérieur est le meilleur marché : la chair même du Sanctuaire se pose d'abord sur les épaules des anges.	Das Refugium öffnete sein Tor und ließ sie ein.\nSie drinnen zu fangen ist der bessere Handel — das eigene Fleisch des Refugiums legt sich zuerst um die Schultern der Engel.	聖域は門を開き、彼らを中へ入れました。\n内で仕留めるほうが得です——聖域自身の肉が、まず天使たちの肩を覆います。	Святилище отворило врата и впустило их.\nБрать их внутри выгоднее: плоть самого Святилища прежде всего ложится ангелам на плечи.	O Santuário abriu o portão e deixou-os entrar.\nApanhá-los lá dentro compensa mais: a própria carne do Santuário assenta primeiro nos ombros dos anjos.	Sanktuarium otwarło bramę i wpuściło ich do środka.\nBrać ich w środku bardziej się opłaca — ciało samego Sanktuarium najpierw okrywa ramiona aniołów.
event_result_script_300039	천사들의 몸에 얇은 막이 씌워졌습니다.\n지금 이 온기가 무엇으로 만들어졌는지는 묻지 않기로 했습니다.	A thin membrane now covers the angels' bodies.\nThey have chosen not to ask what this warmth is made of.	Una fina membrana cubre ahora el cuerpo de los ángeles.\nHan decidido no preguntar de qué está hecho este calor.	Une fine membrane recouvre à présent le corps des anges.\nIls ont choisi de ne pas demander de quoi est faite cette chaleur.	Eine dünne Haut bedeckt nun die Leiber der Engel.\nSie haben beschlossen, nicht zu fragen, woraus diese Wärme gemacht ist.	天使たちの体を、薄い膜が覆っています。\nこの温もりが何でできているのかは、問わないことにしました。	Тонкая плёнка теперь покрывает тела ангелов.\nОни решили не спрашивать, из чего сделано это тепло.	Uma fina membrana cobre agora o corpo dos anjos.\nDecidiram não perguntar de que é feito este calor.	Cienka błona okrywa teraz ciała aniołów.\nPostanowili nie pytać, z czego zrobione jest to ciepło.
event_result_script_300040	천사들은 뻗어온 손을 정중히 물렸습니다.\n받지 않은 것에는 값도 붙지 않습니다.	The angels politely turned away the offered hand.\nWhat is never accepted carries no price.	Los ángeles rechazaron cortésmente la mano tendida.\nA lo que no se acepta no se le pone precio.	Les anges ont poliment écarté la main tendue.\nCe que l'on n'accepte pas ne porte aucun prix.	Die Engel wiesen die dargebotene Hand höflich zurück.\nWas man nie annimmt, trägt auch keinen Preis.	天使たちは差し出された手を丁重に断りました。\n受け取らなかったものには、値も付きません。	Ангелы вежливо отвели протянутую руку.\nНа то, чего не приняли, и цены нет.	Os anjos recusaram delicadamente a mão estendida.\nAquilo que não se aceita não traz preço nenhum.	Anioły grzecznie odsunęły wyciągniętą dłoń.\nTo, czego się nie przyjmuje, nie ma ceny.
event_result_script_300041	마른 물길에서 마지막 한 줌이 나왔습니다.\n짜낸 만큼 성역의 살은 얇아졌습니다.	One last handful was wrung from the dry channel.\nThe Sanctuary's flesh thinned by exactly what was squeezed out.	Del cauce seco se exprimió un último puñado.\nLa carne del Santuario adelgazó exactamente en lo exprimido.	Du lit asséché on a tiré une dernière poignée.\nLa chair du Sanctuaire s'est amincie d'exactement ce qu'on en a pressé.	Aus dem trockenen Bett wurde eine letzte Handvoll gepresst.\nDas Fleisch des Refugiums wurde genau um das Ausgepresste dünner.	涸れた水路から、最後のひと掬いを絞り出しました。\n絞り出した分だけ、聖域の肉は薄くなりました。	Из пересохшего русла выжали последнюю горсть.\nПлоть Святилища истончилась ровно на то, что выжали.	Do leito seco espremeu-se um último punhado.\nA carne do Santuário afinou-se exatamente no que foi espremido.	Z wyschłego koryta wyciśnięto ostatnią garść.\nCiało Sanktuarium ścieńczało dokładnie o to, co wyciśnięto.
event_result_script_300042	곳간을 털어 물길을 다시 열었습니다.\n흐르기 시작한 자리마다 천사들의 걸음이 가벼워집니다.	The storehouse was emptied to open the channel again.\nWherever the flow resumes, the angels' steps grow lighter.	Se vació la despensa para volver a abrir el cauce.\nAllí donde el flujo se reanuda, el paso de los ángeles se aligera.	On a vidé la réserve pour rouvrir le cours.\nPartout où le flux reprend, le pas des anges s'allège.	Der Speicher wurde geleert, um den Lauf wieder zu öffnen.\nWo immer der Fluss von Neuem einsetzt, wird der Schritt der Engel leichter.	水路をふたたび開くために、蔵を空にしました。\n流れが戻った場所では、天使たちの足取りが軽くなります。	Кладовую опорожнили, чтобы снова открыть русло.\nВезде, где поток возобновляется, шаг ангелов делается легче.	Esvaziou-se o celeiro para reabrir o curso.\nOnde o fluxo recomeça, o passo dos anjos torna-se mais leve.	Opróżniono spichlerz, by na nowo otworzyć koryto.\nWszędzie tam, gdzie nurt wraca, krok aniołów staje się lżejszy.
event_result_script_300043	천사들은 물러가는 등에 칼을 꽂아 훔쳐간 것을 되받았습니다.\n뒤를 쫓는 일은 언제나 정신을 갉습니다.	The angels drove their blades into retreating backs to take back what was stolen.\nGiving chase always gnaws at the mind.	Los ángeles hundieron las hojas en las espaldas que huían para recobrar lo robado.\nDar caza siempre roe la mente.	Les anges ont planté leurs lames dans les dos en fuite pour reprendre ce qui leur avait été volé.\nDonner la chasse ronge toujours l'esprit.	Die Engel trieben ihre Klingen in die fliehenden Rücken, um das Geraubte zurückzuholen.\nDie Verfolgung nagt immer am Geist.	天使たちは奪われたものを取り戻すため、退く背に刃を突き立てました。\n後を追うことは、いつも精神を蝕みます。	Ангелы вогнали клинки в отступающие спины, чтобы вернуть украденное.\nПогоня всегда точит рассудок.	Os anjos cravaram as lâminas nas costas em fuga para reaver o que fora roubado.\nDar caça sempre corrói a mente.	Anioły wbiły ostrza w uciekające plecy, by odzyskać zabrane.\nPogoń zawsze toczy umysł.
event_result_script_300044	커진 몸은 급소도 커집니다.\n천사들은 놈들이 부풀기를 기다리기로 했습니다.	A bloated body means a bigger vital spot.\nThe angels decided to wait for them to swell.	Un cuerpo hinchado quiere decir un punto vital más grande.\nLos ángeles decidieron esperar a que se hincharan.	Un corps gonflé, c'est un point vital plus grand.\nLes anges ont décidé d'attendre qu'ils enflent.	Ein aufgeblähter Leib bedeutet eine größere tödliche Stelle.\nDie Engel beschlossen zu warten, bis sie anschwellen.	膨れた体は、それだけ急所も大きいということです。\n天使たちは、彼らが膨れるのを待つことにしました。	Раздутое тело — значит и уязвимое место крупнее.\nАнгелы решили подождать, пока те разбухнут.	Um corpo inchado significa um ponto vital maior.\nOs anjos decidiram esperar que eles inchassem.	Rozdęte ciało to większe czułe miejsce.\nAnioły postanowiły poczekać, aż tamci spuchną.
event_result_script_300045	찢어진 자리가 하나씩 붙었습니다.\n성역과 천사가 같이 숨을 돌렸습니다.	The torn places closed, one by one.\nBoth the Sanctuary and its angels caught their breath together.	Los sitios desgarrados se fueron cerrando uno a uno.\nEl Santuario y sus ángeles tomaron aliento a la vez.	Les endroits déchirés se sont refermés un à un.\nLe Sanctuaire et ses anges ont repris souffle ensemble.	Die zerrissenen Stellen schlossen sich eine nach der anderen.\nDas Refugium und seine Engel schöpften zugleich Atem.	裂けた箇所がひとつずつ塞がっていきました。\n聖域と天使たちが、ともに息をつきました。	Разорванные места затягивались одно за другим.\nСвятилище и его ангелы разом перевели дух.	Os sítios rasgados foram fechando um a um.\nO Santuário e os seus anjos tomaram fôlego ao mesmo tempo.	Rozdarte miejsca zamykały się jedno po drugim.\nSanktuarium i jego anioły razem złapały oddech.
event_result_script_300046	쉬는 대신 쇠를 두드리는 소리가 성역을 채웠습니다.\n상처는 남았지만 칼은 예리해졌습니다.	Instead of rest, the sound of hammering steel filled the Sanctuary.\nThe wounds remain, but the blades have grown sharp.	En lugar de descanso, el Santuario se llenó del golpeteo del acero.\nLas heridas siguen ahí, pero las hojas se han afilado.	Au lieu du repos, le martèlement de l'acier a empli le Sanctuaire.\nLes plaies demeurent, mais les lames sont devenues tranchantes.	Statt Ruhe erfüllte das Hämmern von Stahl das Refugium.\nDie Wunden bleiben, doch die Klingen sind scharf geworden.	休息の代わりに、鋼を打つ音が聖域を満たしました。\n傷はそのままですが、刃は鋭くなりました。	Вместо отдыха Святилище наполнил стук по стали.\nРаны остались, зато клинки стали острыми.	Em vez de descanso, o martelar do aço encheu o Santuário.\nAs feridas continuam, mas as lâminas ficaram afiadas.	Zamiast odpoczynku Sanktuarium wypełnił łoskot kucia stali.\nRany zostały, ale ostrza się wyostrzyły.
event_result_script_300047	천사들은 성역 밖의 살덩이를 물고 돌아왔습니다.\n곳간은 찼고, 이빨 자국은 그들의 몸에 남았습니다.	The angels came back with flesh bitten from beyond the Sanctuary.\nThe storehouse is full, and the teeth marks remain on their own bodies.	Los ángeles volvieron con carne arrancada de más allá del Santuario.\nLa despensa está llena, y las marcas de dientes siguen en sus propios cuerpos.	Les anges sont revenus avec de la chair arrachée d'au-delà du Sanctuaire.\nLa réserve est pleine, et les marques de dents demeurent sur leurs propres corps.	Die Engel kehrten mit Fleisch zurück, das sie jenseits des Refugiums abgebissen hatten.\nDer Speicher ist voll, und die Bissspuren bleiben an ihren eigenen Leibern.	天使たちは聖域の外から食いちぎった肉を持ち帰りました。\n蔵は満ちましたが、歯形は自分たちの体に残ったままです。	Ангелы вернулись с плотью, отгрызенной за пределами Святилища.\nКладовая полна, а следы зубов остались на их собственных телах.	Os anjos voltaram com carne arrancada de além do Santuário.\nO celeiro está cheio, e as marcas de dentes ficam nos seus próprios corpos.	Anioły wróciły z mięsem wyrwanym spoza Sanktuarium.\nSpichlerz jest pełny, a ślady zębów zostały na ich własnych ciałach.
event_result_script_300048	천사들은 문 안쪽에 자리를 잡았습니다.\n굶주림은 그대로지만, 벽은 두꺼워지고 눈은 멀리 뻗었습니다.	The angels took up position just inside the gate.\nThe hunger remains, but the wall has thickened and their sight now reaches far.	Los ángeles tomaron posición justo dentro de la puerta.\nEl hambre sigue, pero el muro se ha engrosado y ahora la vista llega lejos.	Les anges ont pris position juste en deçà de la porte.\nLa faim demeure, mais le mur s'est épaissi et le regard porte désormais loin.	Die Engel bezogen unmittelbar hinter dem Tor Stellung.\nDer Hunger bleibt, doch die Mauer ist dicker geworden und der Blick reicht nun weit.	天使たちは門のすぐ内側に陣を取りました。\n飢えは残りますが、壁は厚くなり、視界は遠くまで届きます。	Ангелы заняли место сразу за воротами.\nГолод остался, зато стена стала толще, а взгляд достаёт теперь далеко.	Os anjos tomaram posição logo dentro do portão.\nA fome permanece, mas o muro engrossou e a vista alcança agora longe.	Anioły zajęły pozycję tuż za bramą.\nGłód został, ale mur zgrubiał, a wzrok sięga teraz daleko.
event_result_script_300049	곳간을 털어 훈련의 시간을 샀습니다.\n다시 배운 손은 예전 자리를 정확히 찾아냅니다.	The storehouse was spent to buy time for training.\nHands retaught find their old mark precisely.	Se gastó la despensa para comprar tiempo de entrenamiento.\nLas manos vueltas a enseñar encuentran su antiguo blanco con precisión.	On a dépensé la réserve pour acheter du temps d'exercice.\nLes mains réapprises retrouvent leur ancienne cible avec précision.	Der Speicher wurde ausgegeben, um Zeit zum Üben zu erkaufen.\nNeu geschulte Hände finden ihr altes Ziel wieder genau.	鍛錬の時間を買うために、蔵を使い果たしました。\n教え直された手は、かつての狙いを正確に取り戻します。	Кладовую истратили, чтобы выкупить время на выучку.\nПереученные руки в точности находят прежнюю метку.	Gastou-se o celeiro para comprar tempo de treino.\nAs mãos reensinadas encontram o seu antigo alvo com precisão.	Wydano spichlerz, by kupić czas na ćwiczenia.\nRęce nauczone od nowa trafiają w dawny cel co do joty.
event_result_script_300050	천사들은 급소를 찾는 일을 포기하고 힘으로 밀었습니다.\n무딘 칼은 찌르지 못하는 대신 부숩니다.	The angels gave up searching for the vital spot and pushed through with brute force.\nA dull blade cannot pierce, but it can shatter.	Los ángeles renunciaron a buscar el punto vital y se abrieron paso a pura fuerza.\nUna hoja roma no puede atravesar, pero sí puede destrozar.	Les anges ont renoncé à chercher le point vital et se sont ouvert un chemin de force pure.\nUne lame émoussée ne peut percer, mais elle peut fracasser.	Die Engel gaben die Suche nach der tödlichen Stelle auf und brachen mit roher Gewalt hindurch.\nEine stumpfe Klinge kann nicht durchbohren — zerschmettern kann sie.	天使たちは急所を探すのをやめ、力任せに押し通しました。\n鈍い刃は貫けませんが、砕くことはできます。	Ангелы бросили искать уязвимое место и продавили грубой силой.\nТупой клинок не пронзит, но раздробить сумеет.	Os anjos desistiram de procurar o ponto vital e abriram caminho à força bruta.\nUma lâmina romba não perfura, mas pode estilhaçar.	Anioły porzuciły szukanie czułego miejsca i przebiły się samą siłą.\nTępe ostrze nie przebije, ale roztrzaskać potrafi.
event_result_script_300051	곰팡이가 붙은 살까지 함께 태웠습니다.\n성역은 아파하면서도 자기 것을 되찾았습니다.	They burned away even the mold-ridden flesh along with it.\nThe Sanctuary suffered, but reclaimed what was its own.	Quemaron junto con todo lo demás incluso la carne tomada por el moho.\nEl Santuario sufrió, pero recuperó lo que era suyo.	Ils ont brûlé du même coup jusqu'à la chair gagnée par la moisissure.\nLe Sanctuaire a souffert, mais il a repris ce qui lui appartenait.	Sie brannten sogar das schimmelbefallene Fleisch mit weg.\nDas Refugium litt, doch es holte sich zurück, was ihm gehörte.	黴に侵された肉ごと、まとめて焼き払いました。\n聖域は痛みましたが、自分のものを取り戻しました。	Выжгли заодно и плоть, поражённую плесенью.\nСвятилищу досталось, но своё оно вернуло.	Queimaram de uma vez até a carne tomada pelo mofo.\nO Santuário sofreu, mas recuperou o que era seu.	Wypalili razem ze wszystkim nawet ciało zajęte przez pleśń.\nSanktuarium ucierpiało, ale odzyskało to, co jego.
event_result_script_300052	곰팡이는 걷혀 적들의 살로 옮겨 심어졌습니다.\n손끝에 남은 것은 아직 마르지 않았습니다.	The mold was stripped away and transplanted into the enemy's flesh.\nWhat clings to their fingertips still hasn't dried.	El moho fue arrancado y trasplantado a la carne del enemigo.\nLo que se les pegó a las yemas todavía no se ha secado.	La moisissure a été arrachée puis greffée dans la chair de l'ennemi.\nCe qui leur colle au bout des doigts n'a pas encore séché.	Der Schimmel wurde abgeschabt und in das Fleisch des Feindes verpflanzt.\nWas an ihren Fingerspitzen klebt, ist noch nicht getrocknet.	黴は剥がされ、敵の肉へ移し植えられました。\n指先にこびりついたものは、まだ乾いていません。	Плесень содрали и пересадили во вражью плоть.\nТо, что пристало к их пальцам, ещё не высохло.	O mofo foi arrancado e transplantado para a carne do inimigo.\nO que lhes ficou nas pontas dos dedos ainda não secou.	Pleśń zdarto i przeszczepiono we wrogie ciało.\nTo, co przywarło im do opuszków, jeszcze nie wyschło.
event_result_script_300053	쏘는 일을 잠시 접고 벽을 세웠습니다.\n화살이 짧아진 만큼 방패는 두꺼워졌습니다.	They set aside the arrows for a while and raised a wall instead.\nThe shields grew thicker by exactly what the arrows lost in reach.	Dejaron las flechas a un lado por un tiempo y levantaron un muro en su lugar.\nLos escudos se engrosaron justo en lo que las flechas perdieron de alcance.	Ils ont mis les flèches de côté un temps et dressé un mur à la place.\nLes boucliers se sont épaissis d'exactement ce que les flèches ont perdu en portée.	Sie legten die Pfeile eine Weile beiseite und errichteten stattdessen eine Mauer.\nDie Schilde wurden genau um das dicker, was die Pfeile an Reichweite verloren.	矢をしばらく脇に置き、代わりに壁を築きました。\n矢が失った射程のぶんだけ、盾は厚くなりました。	Стрелы на время отложили и возвели вместо них стену.\nЩиты стали толще ровно на то, что стрелы потеряли в дальности.	Puseram as flechas de lado por um tempo e ergueram um muro em vez disso.\nOs escudos engrossaram exatamente no que as flechas perderam de alcance.	Odłożyli strzały na czas jakiś i wznieśli zamiast nich mur.\nTarcze zgrubiały dokładnie o to, co strzały straciły na zasięgu.
event_result_script_300054	천사들은 늘어진 시위를 쉬지 않고 당겼습니다.\n빨라진 손이 정확함을 대신합니다.	The angels drew the slackened bowstrings without rest.\nSpeed of hand now stands in for accuracy.	Los ángeles tensaron sin descanso las cuerdas aflojadas.\nAhora la velocidad de la mano hace las veces de puntería.	Les anges ont bandé sans relâche les cordes détendues.\nLa vitesse de la main tient désormais lieu de précision.	Die Engel spannten die erschlafften Sehnen ohne Unterlass.\nDie Schnelligkeit der Hand steht nun anstelle der Treffsicherheit.	天使たちは緩んだ弦を休みなく引きつづけました。\n手の速さが、いまや命中の代わりを務めています。	Ангелы без передышки натягивали ослабшие тетивы.\nБыстрота руки теперь заменяет меткость.	Os anjos retesaram sem descanso as cordas frouxas.\nA velocidade da mão faz agora as vezes da pontaria.	Anioły bez wytchnienia napinały rozluźnione cięciwy.\nSzybkość ręki zastępuje teraz celność.
event_result_script_300055	천사들은 문 안쪽에서 놈들이 마르는 것을 지켜봤습니다.\n다음에 문을 두드릴 손은 훨씬 가벼울 것입니다.	From inside the gate, the angels watched them wither.\nThe hand that knocks next will be far weaker.	Desde dentro de la puerta, los ángeles los vieron consumirse.\nLa mano que llame la próxima vez será mucho más débil.	Depuis l'intérieur de la porte, les anges les ont vus dépérir.\nLa main qui frappera la prochaine fois sera bien plus faible.	Von innerhalb des Tores sahen die Engel ihnen beim Verdorren zu.\nDie Hand, die als Nächstes anklopft, wird weit schwächer sein.	門の内側から、天使たちは彼らが萎えていくのを眺めました。\n次に叩く手は、ずっと弱いものになるでしょう。	Из-за ворот ангелы смотрели, как те чахнут.\nРука, что постучится следующей, будет куда слабее.	De dentro do portão, os anjos viram-nos definhar.\nA mão que bater da próxima vez será bem mais fraca.	Zza bramy anioły patrzyły, jak tamci więdną.\nRęka, która zapuka następnym razem, będzie o wiele słabsza.
event_result_script_300056	천사들은 굶주린 무리 속으로 뛰어들어 대열을 끊었습니다.\n흩어진 놈들은 느려졌고, 뛰어든 값은 자기 살입니다.	The angels plunged into the starving horde and broke their ranks apart.\nThe scattered creatures slowed — and the price of plunging in was paid in their own flesh.	Los ángeles se lanzaron sobre la horda hambrienta y le rompieron las filas.\nLas criaturas dispersas se volvieron lentas, y el precio de lanzarse se pagó con su propia carne.	Les anges ont fondu sur la horde affamée et en ont brisé les rangs.\nLes créatures dispersées ont ralenti, et le prix de l'assaut s'est payé de leur propre chair.	Die Engel stürzten sich in die hungernde Horde und brachen ihre Reihen auf.\nDie zerstreuten Geschöpfe wurden langsam — und den Preis des Vorstoßes zahlten sie mit eigenem Fleisch.	天使たちは飢えた群れに飛び込み、その隊列を突き崩しました。\n散らばった者たちの動きは鈍り、飛び込んだ代価は自分たちの肉で払われました。	Ангелы врезались в голодную орду и разорвали её строй.\nРазбредшиеся твари замедлились, а цену броска заплатили собственной плотью.	Os anjos lançaram-se sobre a horda faminta e romperam-lhe as fileiras.\nAs criaturas dispersas ficaram lentas, e o preço do avanço pagou-se com a própria carne.	Anioły wpadły w wygłodniałą hordę i rozbiły jej szyk.\nRozproszone stwory zwolniły, a cenę natarcia zapłacono własnym ciałem.
event_result_script_300057	천사들은 귀를 덮고 자기 숨소리만 들었습니다.\n조용해진 대신 바깥의 기척도 함께 사라졌습니다.	The angels covered their ears and heard only their own breathing.\nThe silence brought calm — and with it, all sense of what stirred outside.	Los ángeles se taparon los oídos y solo oyeron su propia respiración.\nEl silencio trajo calma, y con ella se llevó todo indicio de lo que se movía fuera.	Les anges se sont bouché les oreilles et n'ont plus entendu que leur propre souffle.\nLe silence a apporté le calme — et emporté avec lui tout indice de ce qui remuait au-dehors.	Die Engel hielten sich die Ohren zu und hörten nur noch den eigenen Atem.\nDie Stille brachte Ruhe — und mit ihr schwand jedes Gespür für das, was sich draußen regte.	天使たちは耳を塞ぎ、自分の呼吸だけを聞きました。\n静けさは落ち着きをもたらし、同時に外で動くものの気配を奪いました。	Ангелы заткнули уши и слышали лишь собственное дыхание.\nТишина принесла покой — и вместе с ним унесла всякое чутьё к тому, что шевелится снаружи.	Os anjos taparam os ouvidos e ouviram apenas a própria respiração.\nO silêncio trouxe calma — e levou consigo toda a noção do que se movia lá fora.	Anioły zatkały uszy i słyszały tylko własny oddech.\nCisza przyniosła spokój — i zabrała ze sobą wszelkie wyczucie tego, co porusza się na zewnątrz.
event_result_script_300058	목소리는 천사들이 잊고 있던 이름을 불렀습니다.\n알아들은 만큼, 안쪽이 그만큼 열렸습니다.	The voice called out a name the angels had forgotten.\nFor every word understood, something inside them opened that much wider.	La voz pronunció un nombre que los ángeles habían olvidado.\nPor cada palabra entendida, algo dentro de ellos se abrió otro tanto.	La voix a prononcé un nom que les anges avaient oublié.\nPour chaque mot compris, quelque chose en eux s'est ouvert d'autant.	Die Stimme rief einen Namen, den die Engel vergessen hatten.\nMit jedem verstandenen Wort öffnete sich in ihnen etwas um ebenso viel weiter.	その声は、天使たちが忘れていた名を呼びました。\n聞き取れた言葉のぶんだけ、内側の何かが大きく開いていきます。	Голос назвал имя, которое ангелы забыли.\nС каждым понятым словом нечто внутри них раскрывалось настолько же шире.	A voz pronunciou um nome que os anjos haviam esquecido.\nPor cada palavra entendida, algo dentro deles abriu-se outro tanto.	Głos wymówił imię, które anioły zapomniały.\nZ każdym zrozumianym słowem coś w nich otwierało się o tyle szerzej.
event_result_script_300059	누군가 그의 어깨를 잡고 한참을 서 있었습니다.\n무너지던 안쪽이 그 손자리에서 멈췄습니다.	Someone gripped his shoulder and stood there a long while.\nWhatever was collapsing inside him stopped, right where that hand rested.	Alguien lo agarró del hombro y se quedó ahí un largo rato.\nLo que se derrumbaba dentro de él se detuvo justo donde descansaba aquella mano.	Quelqu'un l'a saisi par l'épaule et est resté là un long moment.\nCe qui s'effondrait en lui s'est arrêté juste là où cette main reposait.	Jemand fasste ihn an der Schulter und blieb lange so stehen.\nWas in ihm einstürzte, hielt genau dort inne, wo diese Hand lag.	誰かがその肩を掴み、長いあいだそこに立っていました。\n内側で崩れかけていたものが、その手の置かれた場所でぴたりと止まりました。	Кто-то взял его за плечо и долго так стоял.\nТо, что рушилось внутри него, остановилось ровно там, где легла эта рука.	Alguém agarrou-lhe o ombro e ficou ali um longo tempo.\nO que desabava dentro dele parou justamente onde aquela mão pousava.	Ktoś chwycił go za ramię i długo tak stał.\nTo, co waliło się w nim do środka, zatrzymało się dokładnie tam, gdzie spoczęła ta dłoń.
event_result_script_300060	그는 뒤로 옮겨졌고, 헝클어진 정신이 풀렸습니다.\n한 자리가 빈 대열은 그만큼 더 불안합니다.	He was carried to the rear, and his tangled mind began to clear.\nA line with one place empty is that much more uneasy.	Lo llevaron a la retaguardia y su mente enmarañada empezó a despejarse.\nUna línea con un puesto vacío está mucho más inquieta.	On l'a porté à l'arrière et son esprit embrouillé a commencé à s'éclaircir.\nUne ligne avec une place vide est d'autant plus inquiète.	Er wurde nach hinten getragen, und sein verwirrter Geist begann sich zu klären.\nEine Reihe mit einer leeren Stelle ist um ebenso viel unruhiger.	後方へ運ばれ、絡まっていた精神がほどけはじめました。\nひとつ空いた隊列は、その分だけ落ち着きません。	Его унесли в тыл, и спутанный рассудок начал проясняться.\nСтрой с одним пустым местом настолько же тревожнее.	Levaram-no para a retaguarda e a sua mente emaranhada começou a clarear.\nUma linha com um lugar vazio fica muito mais inquieta.	Zaniesiono go na tyły i jego splątany umysł zaczął się przejaśniać.\nSzyk z jednym pustym miejscem jest o tyle bardziej niespokojny.
